,RF1,RF2,RF3,RF4,RF5,RF6,RF7,RF8,RF9,RF10,RF11,RF12,RF13,RF14,RF15,Hosp_rate,Hosp_rate.lci,Hosp_rate.uci,Hosp_Prob1,Hosp_Prob.lci,Hosp_Prob.uci,Hosp_Prob
11475,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0.154,0.068,0.349,0.142727979,0.065739526,0.29460687,14.27
11476,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0.212,0.092,0.459,0.191035302,0.08789485,0.368084755,19.1
11477,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0.094,0.044,0.201,0.089717238,0.043046043,0.182087568,8.97
11478,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0.129,0.059,0.259,0.121026034,0.057293231,0.228176977,12.1
11479,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0.309,0.136,0.692,0.26581923,0.127157368,0.499426081,26.58
11480,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0.422,0.181,0.923,0.344265961,0.165564641,0.602674724,34.43
11481,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0.088,0.037,0.203,0.084239123,0.036323865,0.183721759,8.42
11482,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0.12,0.051,0.257,0.113079563,0.049721329,0.226631786,11.31
11483,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0.291,0.12,0.701,0.252484322,0.113079563,0.503911033,25.25
11484,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0.395,0.163,0.913,0.326319961,0.150408812,0.598681539,32.63
11485,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0.176,0.073,0.405,0.161382017,0.07039917,0.333023189,16.14
11486,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0.24,0.1,0.515,0.213372139,0.095162582,0.402499405,21.34
11487,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0.579,0.243,1.434,0.439541455,0.215728486,0.761646402,43.95
11488,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0.786,0.318,1.817,0.54433619,0.272397212,0.837487442,54.43
11489,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.051,0.023,0.124,0.049721329,0.022737516,0.116620159,4.97
11490,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0.071,0.032,0.156,0.068538108,0.031493418,0.14444081,6.85
11491,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0.17,0.072,0.417,0.156335183,0.069469104,0.34097908,15.63
11492,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0.231,0.099,0.526,0.206260534,0.094257292,0.409035895,20.63
11493,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0.103,0.047,0.248,0.097873027,0.045912602,0.219640057,9.79
11494,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0.141,0.063,0.314,0.131510688,0.061056526,0.269480972,13.15
11495,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0.338,0.144,0.837,0.286804712,0.134112252,0.5669924,28.68
11496,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0.457,0.197,1.069,0.36681966,0.178809367,0.656648303,36.68
11497,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0.097,0.04,0.247,0.092443994,0.039210561,0.218859306,9.24
11498,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0.131,0.056,0.308,0.122782226,0.054460864,0.265084682,12.28
11499,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0.319,0.127,0.849,0.273124451,0.119266327,0.572157439,27.31
11500,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0.429,0.173,1.117,0.348840071,0.158862385,0.672739896,34.88
11501,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0.191,0.078,0.494,0.173867412,0.075035573,0.389819217,17.39
11502,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0.26,0.108,0.61,0.228948414,0.102372404,0.456649131,22.89
11503,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0.638,0.251,1.692,0.471651936,0.221977628,0.815849146,47.17
11504,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0.855,0.343,2.23,0.574716809,0.290361788,0.89247157,57.47
11505,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0.073,0.033,0.169,0.07039917,0.03246144,0.155491097,7.04
11506,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0.099,0.045,0.219,0.094257292,0.044002518,0.196678282,9.43
11507,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0.239,0.102,0.592,0.212585118,0.096970448,0.446780262,21.26
11508,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0.324,0.139,0.748,0.276749758,0.129771972,0.526687769,27.67
11509,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0.145,0.065,0.352,0.134977707,0.062932537,0.296719878,13.5
11510,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0.197,0.089,0.447,0.178809367,0.085154426,0.360456092,17.88
11511,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0.477,0.204,1.188,0.379357471,0.184537629,0.695169685,37.94
11512,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0.644,0.28,1.503,0.474812533,0.244216259,0.777538227,47.48
11513,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0.135,0.056,0.342,0.126284088,0.054460864,0.289651795,12.63
11514,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0.184,0.077,0.438,0.168064196,0.074110146,0.354674217,16.81
11515,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0.446,0.178,1.204,0.359816228,0.163057577,0.700008159,35.98
11516,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0.605,0.241,1.522,0.453925573,0.214158374,0.7817251,45.39
11517,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0.268,0.108,0.689,0.235092219,0.102372404,0.497922104,23.51
11518,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0.365,0.152,0.868,0.305803349,0.141011719,0.580209709,30.58
11519,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0.896,0.356,2.399,0.591800805,0.29952738,0.909191283,59.18
11520,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1.205,0.482,3.053,0.700308,0.382452938,0.952782939,70.03
11521,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.045,0.02,0.102,0.044002518,0.019801327,0.096970448,4.4
11522,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0.061,0.028,0.134,0.05917676,0.027611633,0.125409935,5.92
11523,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0.147,0.061,0.356,0.136706023,0.05917676,0.29952738,13.67
11524,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0.202,0.086,0.464,0.182905072,0.082405769,0.371236446,18.29
11525,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0.089,0.041,0.207,0.085154426,0.04017087,0.18698035,8.52
11526,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0.122,0.055,0.264,0.114851631,0.053514852,0.23202646,11.49
11527,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0.297,0.123,0.72,0.256955988,0.115736337,0.513247744,25.7
11528,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0.399,0.172,0.92,0.329009299,0.158020827,0.601480959,32.9
11529,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0.084,0.035,0.196,0.080568744,0.034394584,0.177987765,8.06
11530,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0.114,0.049,0.256,0.107742044,0.04781887,0.225858031,10.77
11531,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0.278,0.109,0.711,0.242703178,0.103269583,0.508847201,24.27
11532,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0.376,0.149,0.878,0.313397667,0.138430885,0.584386692,31.34
11533,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0.167,0.069,0.398,0.153800389,0.06667332,0.328337972,15.38
11534,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0.228,0.097,0.52,0.20387574,0.092443994,0.405479452,20.39
11535,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0.551,0.214,1.424,0.423626851,0.192651615,0.759250908,42.36
11536,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0.743,0.298,1.778,0.524315281,0.25769866,0.831024239,52.43
11537,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0.063,0.028,0.145,0.061056526,0.027611633,0.134977707,6.11
11538,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0.086,0.038,0.188,0.082405769,0.037287059,0.171385293,8.24
11539,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0.208,0.085,0.504,0.187792963,0.081487716,0.395890617,18.78
11540,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0.28,0.123,0.633,0.244216259,0.115736337,0.46900358,24.42
11541,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0.127,0.055,0.284,0.119266327,0.053514852,0.247233355,11.93
11542,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0.171,0.074,0.377,0.157178427,0.071328306,0.314083926,15.72
11543,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0.416,0.17,1.005,0.34031973,0.156335183,0.633955365,34.03
11544,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0.562,0.243,1.261,0.429932213,0.215728486,0.716629486,42.99
11545,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0.118,0.047,0.275,0.111303947,0.045912602,0.240427877,11.13
11546,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0.161,0.067,0.361,0.148707929,0.064804799,0.303021002,14.87
11547,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0.392,0.144,0.981,0.324295886,0.134112252,0.625064025,32.43
11548,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0.533,0.212,1.239,0.413158199,0.191035302,0.710326253,41.32
11549,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0.233,0.094,0.559,0.207846426,0.089717238,0.428219441,20.78
11550,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0.319,0.133,0.723,0.273124451,0.124534908,0.514705813,27.31
11551,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0.779,0.286,1.977,0.541135353,0.248737384,0.861515933,54.11
11552,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1.061,0.418,2.515,0.653890472,0.341637772,0.919137088,65.39
11553,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0.069,0.03,0.171,0.06667332,0.029554466,0.157178427,6.67
11554,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0.094,0.039,0.218,0.089717238,0.038249291,0.195874558,8.97
11555,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0.228,0.089,0.598,0.20387574,0.085154426,0.450089642,20.39
11556,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0.304,0.119,0.757,0.262139134,0.112192199,0.530928467,26.21
11557,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0.137,0.059,0.341,0.128029774,0.057293231,0.288941092,12.8
11558,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0.187,0.077,0.438,0.170556264,0.074110146,0.354674217,17.06
11559,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0.451,0.183,1.182,0.363009158,0.167231844,0.693335205,36.3
11560,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0.601,0.236,1.55,0.451736901,0.210219326,0.787752026,45.17
11561,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0.128,0.049,0.34,0.120146621,0.04781887,0.288229677,12.01
11562,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0.173,0.068,0.417,0.158862385,0.065739526,0.34097908,15.89
11563,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0.424,0.154,1.191,0.345576118,0.142727979,0.696082805,34.56
11564,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0.566,0.205,1.498,0.432207929,0.185352684,0.776423133,43.22
11565,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0.254,0.097,0.675,0.224308198,0.092443994,0.490843579,22.43
11566,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0.348,0.135,0.84,0.293901124,0.126284088,0.568289477,29.39
11567,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0.848,0.309,2.358,0.571729383,0.26581923,0.905390747,57.17
11568,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1.137,0.411,3,0.67922008,0.337013068,0.950212932,67.92
11569,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0.097,0.042,0.241,0.092443994,0.041130219,0.214158374,9.24
11570,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0.132,0.055,0.311,0.123659005,0.053514852,0.267286124,12.37
11571,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0.318,0.124,0.846,0.272397212,0.116620159,0.570871984,27.24
11572,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0.429,0.168,1.063,0.348840071,0.154646165,0.654582,34.88
11573,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0.193,0.083,0.486,0.175518026,0.079648853,0.384918193,17.55
11574,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0.263,0.109,0.608,0.231258103,0.103269583,0.455561342,23.13
11575,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0.633,0.251,1.676,0.46900358,0.221977628,0.812879035,46.9
11576,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0.854,0.333,2.181,0.574291313,0.283229806,0.887071454,57.43
11577,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0.178,0.069,0.466,0.163057577,0.06667332,0.372492716,16.31
11578,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0.245,0.095,0.578,0.217295462,0.090627066,0.438980716,21.73
11579,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0.596,0.214,1.665,0.448988721,0.192651615,0.810809342,44.9
11580,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0.804,0.298,2.129,0.552464762,0.25769866,0.881043809,55.25
11581,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0.36,0.137,0.932,0.302323674,0.128029774,0.606234608,30.23
11582,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0.488,0.188,1.179,0.386147127,0.171385293,0.692413829,38.61
11583,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1.195,0.424,3.286,0.697296046,0.345576118,0.962596837,69.73
11584,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1.605,0.597,4.189,0.799110445,0.449539457,0.984838561,79.91
11585,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0.048,0.021,0.113,0.046866213,0.020781035,0.10684934,4.69
11586,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0.066,0.029,0.141,0.063869136,0.028583536,0.131510688,6.39
11587,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0.157,0.067,0.379,0.145295941,0.064804799,0.315454387,14.53
11588,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0.213,0.092,0.505,0.191843863,0.08789485,0.396494425,19.18
11589,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0.096,0.043,0.222,0.091535984,0.04208861,0.199084636,9.15
11590,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0.13,0.059,0.284,0.121904569,0.057293231,0.247233355,12.19
11591,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0.315,0.133,0.753,0.270211126,0.124534908,0.529048423,27.02
11592,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0.422,0.184,1.011,0.344265961,0.168064196,0.636145057,34.43
11593,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0.089,0.037,0.21,0.085154426,0.036323865,0.189415754,8.52
11594,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0.122,0.052,0.276,0.114851631,0.050671133,0.241187069,11.49
11595,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0.296,0.119,0.774,0.256212572,0.112192199,0.538835285,25.62
11596,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0.398,0.158,0.948,0.328337972,0.146150218,0.612484721,32.83
11597,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0.178,0.072,0.424,0.163057577,0.069469104,0.345576118,16.31
11598,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0.244,0.103,0.554,0.216512366,0.097873027,0.425353379,21.65
11599,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0.583,0.23,1.51,0.441778812,0.205466397,0.779090022,44.18
11600,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0.791,0.316,1.917,0.546608823,0.27094055,0.852952557,54.66
11601,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0.067,0.03,0.154,0.064804799,0.029554466,0.142727979,6.48
11602,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0.091,0.041,0.201,0.086982289,0.04017087,0.182087568,8.7
11603,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0.22,0.094,0.544,0.197481202,0.089717238,0.419578085,19.75
11604,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0.301,0.133,0.696,0.259922227,0.124534908,0.501424377,25.99
11605,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0.135,0.059,0.311,0.126284088,0.057293231,0.267286124,12.63
11606,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0.182,0.081,0.399,0.16639866,0.077806309,0.329009299,16.64
11607,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0.44,0.184,1.052,0.355963579,0.168064196,0.650761427,35.6
11608,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0.598,0.259,1.406,0.450089642,0.228176977,0.754878188,45.01
11609,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0.126,0.05,0.296,0.118385153,0.048770575,0.256212572,11.84
11610,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0.172,0.071,0.382,0.158020827,0.068538108,0.317504947,15.8
11611,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0.419,0.162,1.059,0.342295805,0.149558795,0.653197561,34.23
11612,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0.556,0.217,1.326,0.426501524,0.195070031,0.734462711,42.65
11613,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0.25,0.101,0.599,0.221199217,0.096066967,0.450639278,22.12
11614,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0.342,0.142,0.779,0.289651795,0.132378744,0.541135353,28.97
11615,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0.827,0.309,2.18,0.562640602,0.26581923,0.886958469,56.26
11616,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1.11,0.435,2.626,0.670441039,0.352735333,0.927632647,67.04
11617,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0.074,0.031,0.181,0.071328306,0.030524427,0.165564641,7.13
11618,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0.1,0.041,0.23,0.095162582,0.04017087,0.205466397,9.52
11619,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0.242,0.096,0.641,0.214943822,0.091535984,0.473234605,21.49
11620,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0.324,0.127,0.828,0.276749758,0.119266327,0.563077742,27.67
11621,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0.147,0.062,0.369,0.136706023,0.060117113,0.30857459,13.67
11622,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0.2,0.084,0.462,0.181269247,0.080568744,0.36997766,18.13
11623,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0.481,0.192,1.288,0.381835082,0.174693132,0.724178124,38.18
11624,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0.646,0.254,1.647,0.475861858,0.224308198,0.807373077,47.59
11625,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0.136,0.052,0.364,0.127157368,0.050671133,0.305108805,12.72
11626,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0.186,0.072,0.441,0.169726405,0.069469104,0.356607293,16.97
11627,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0.452,0.162,1.269,0.36364583,0.149558795,0.718887406,36.36
11628,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0.605,0.225,1.609,0.453925573,0.201483781,0.799912398,45.39
11629,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0.272,0.103,0.722,0.238145739,0.097873027,0.514220276,23.81
11630,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0.372,0.142,0.886,0.310645757,0.132378744,0.587698335,31.06
11631,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0.895,0.321,2.509,0.591392401,0.274576749,0.918650452,59.14
11632,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1.208,0.436,3.231,0.701205729,0.353382274,0.960482039,70.12
11633,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0.105,0.045,0.258,0.099675477,0.044002518,0.227404768,9.97
11634,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0.141,0.059,0.323,0.131510688,0.057293231,0.276026146,13.15
11635,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0.339,0.133,0.904,0.287517551,0.124534908,0.595053371,28.75
11636,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0.464,0.18,1.142,0.371236446,0.164729789,0.680819977,37.12
11637,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0.209,0.089,0.522,0.188604764,0.085154426,0.406667305,18.86
11638,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0.282,0.114,0.654,0.245726315,0.107742044,0.480038236,24.57
11639,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0.675,0.267,1.794,0.490843579,0.234326929,0.833706337,49.08
11640,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0.918,0.357,2.304,0.600683123,0.300227502,0.900141391,60.07
11641,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0.19,0.073,0.505,0.173040866,0.07039917,0.396494425,17.3
11642,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0.261,0.098,0.62,0.22971908,0.093351096,0.462055562,22.97
11643,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0.634,0.229,1.794,0.469534311,0.204671466,0.833706337,46.95
11644,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0.862,0.315,2.235,0.577683396,0.270211126,0.89300787,57.77
11645,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0.385,0.144,1.002,0.319549364,0.134112252,0.632855582,31.95
11646,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0.528,0.197,1.238,0.410216642,0.178809367,0.710036434,41.02
11647,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1.261,0.456,3.533,0.716629486,0.366186163,0.970782867,71.66
11648,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1.705,0.64,4.408,0.818227614,0.472707576,0.987820487,81.82
11649,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0.052,0.024,0.121,0.050671133,0.02371429,0.11396604,5.07
11650,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0.072,0.032,0.155,0.069469104,0.031493418,0.143584823,6.95
11651,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0.171,0.072,0.413,0.157178427,0.069469104,0.338337717,15.72
11652,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0.234,0.101,0.532,0.208638184,0.096066967,0.412571064,20.86
11653,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0.104,0.048,0.24,0.098774703,0.046866213,0.213372139,9.88
11654,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0.143,0.064,0.31,0.133245931,0.061995,0.266553044,13.32
11655,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0.345,0.144,0.833,0.291779647,0.134112252,0.565256901,29.18
11656,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0.466,0.201,1.073,0.372492716,0.182087568,0.658018966,37.25
11657,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0.098,0.04,0.231,0.093351096,0.039210561,0.206260534,9.34
11658,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0.134,0.057,0.303,0.125409935,0.055405931,0.261400904,12.54
11659,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0.325,0.126,0.838,0.277472646,0.118385153,0.567425192,27.75
11660,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0.438,0.177,1.029,0.354674217,0.162220215,0.642635854,35.47
11661,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0.194,0.079,0.477,0.176342096,0.075960076,0.379357471,17.63
11662,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0.265,0.113,0.609,0.23279405,0.10684934,0.456105508,23.28
11663,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0.645,0.25,1.645,0.475337458,0.221199217,0.806987437,47.53
11664,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0.863,0.348,2.077,0.578105502,0.293901124,0.874694434,57.81
11665,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0.073,0.033,0.168,0.07039917,0.03246144,0.154646165,7.04
11666,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0.101,0.045,0.224,0.096066967,0.044002518,0.200684866,9.61
11667,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0.243,0.101,0.576,0.215728486,0.096066967,0.437857555,21.57
11668,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0.329,0.144,0.739,0.280356983,0.134112252,0.522408732,28.04
11669,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0.147,0.065,0.336,0.136706023,0.062932537,0.285376894,13.67
11670,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0.2,0.086,0.439,0.181269247,0.082405769,0.35531922,18.13
11671,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0.482,0.199,1.17,0.382452938,0.180450107,0.689633059,38.25
11672,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0.657,0.282,1.479,0.481595783,0.245726315,0.77213456,48.16
11673,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0.137,0.055,0.323,0.128029774,0.053514852,0.276026146,12.8
11674,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0.187,0.079,0.423,0.170556264,0.075960076,0.344921367,17.06
11675,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0.459,0.175,1.144,0.368084755,0.160542979,0.681457699,36.81
11676,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0.622,0.249,1.454,0.463130376,0.220420027,0.766366119,46.31
11677,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0.271,0.109,0.661,0.237383504,0.103269583,0.483665259,23.74
11678,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0.372,0.156,0.838,0.310645757,0.14444081,0.567425192,31.06
11679,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0.904,0.333,2.282,0.595053371,0.283229806,0.897920157,59.51
11680,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1.233,0.487,2.941,0.708582986,0.385532967,0.947187111,70.86
11681,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0.081,0.035,0.2,0.077806309,0.034394584,0.181269247,7.78
