,RF1,RF2,RF3,RF4,RF5,RF6,RF7,RF8,RF9,RF10,RF11,RF12,RF13,RF14,RF15,Hosp_rate,Hosp_rate.lci,Hosp_rate.uci,Hosp_Prob1,Hosp_Prob.lci,Hosp_Prob.uci,Hosp_Prob
4874,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0.024,0.015,0.04,0.02371429,0.01488806,0.039210561,2.37
4875,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0.059,0.031,0.109,0.057293231,0.030524427,0.103269583,5.73
4876,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0.081,0.043,0.145,0.077806309,0.04208861,0.134977707,7.78
4877,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0.036,0.02,0.061,0.035359707,0.019801327,0.05917676,3.54
4878,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0.048,0.029,0.079,0.046866213,0.028583536,0.075960076,4.69
4879,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0.119,0.062,0.218,0.112192199,0.060117113,0.195874558,11.22
4880,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0.162,0.085,0.292,0.149558795,0.081487716,0.253231464,14.96
4881,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0.014,0.008,0.021,0.013902456,0.007968085,0.020781035,1.39
4882,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0.018,0.012,0.028,0.017838968,0.011928287,0.027611633,1.78
4883,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.045,0.025,0.077,0.044002518,0.024690088,0.074110146,4.4
4884,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0.06,0.035,0.1,0.058235466,0.034394584,0.095162582,5.82
4885,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0.027,0.016,0.042,0.026638758,0.01587268,0.041130219,2.66
4886,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0.036,0.024,0.056,0.035359707,0.02371429,0.054460864,3.54
4887,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0.089,0.049,0.152,0.085154426,0.04781887,0.141011719,8.52
4888,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0.121,0.07,0.201,0.11396604,0.06760618,0.182087568,11.4
4889,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0.025,0.014,0.044,0.024690088,0.013902456,0.043046043,2.47
4890,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0.034,0.02,0.057,0.033428495,0.019801327,0.055405931,3.34
4891,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0.084,0.044,0.153,0.080568744,0.043046043,0.141870278,8.06
4892,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0.113,0.06,0.206,0.10684934,0.058235466,0.186166924,10.68
4893,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0.05,0.028,0.089,0.048770575,0.027611633,0.085154426,4.88
4894,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0.068,0.041,0.116,0.065739526,0.04017087,0.109524777,6.57
4895,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0.167,0.086,0.303,0.153800389,0.082405769,0.261400904,15.38
4896,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0.225,0.119,0.407,0.201483781,0.112192199,0.33435581,20.15
4897,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.015,0.008,0.028,0.01488806,0.007968085,0.027611633,1.49
4898,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0.02,0.012,0.035,0.019801327,0.011928287,0.034394584,1.98
4899,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0.049,0.024,0.098,0.04781887,0.02371429,0.093351096,4.78
4900,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0.066,0.035,0.125,0.063869136,0.034394584,0.117503097,6.39
4901,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0.03,0.016,0.055,0.029554466,0.01587268,0.053514852,2.96
4902,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0.04,0.023,0.07,0.039210561,0.022737516,0.06760618,3.92
4903,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0.098,0.048,0.194,0.093351096,0.046866213,0.176342096,9.34
4904,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0.133,0.068,0.25,0.124534908,0.065739526,0.221199217,12.45
4905,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.028,0.014,0.056,0.027611633,0.013902456,0.054460864,2.76
4906,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0.037,0.02,0.071,0.036323865,0.019801327,0.068538108,3.63
4907,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0.092,0.042,0.194,0.08789485,0.041130219,0.176342096,8.79
4908,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0.122,0.058,0.245,0.114851631,0.056350053,0.217295462,11.49
4909,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0.055,0.027,0.11,0.053514852,0.026638758,0.104165865,5.35
4910,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0.073,0.039,0.141,0.07039917,0.038249291,0.131510688,7.04
4911,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0.183,0.082,0.394,0.167231844,0.078728041,0.325645944,16.72
4912,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0.245,0.115,0.488,0.217295462,0.108633856,0.386147127,21.73
4913,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0.021,0.011,0.04,0.020781035,0.010939721,0.039210561,2.08
4914,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0.028,0.016,0.05,0.027611633,0.01587268,0.048770575,2.76
4915,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0.069,0.033,0.138,0.06667332,0.03246144,0.128901308,6.67
4916,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0.093,0.049,0.175,0.0888065,0.04781887,0.160542979,8.88
4917,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0.042,0.022,0.077,0.041130219,0.021759765,0.074110146,4.11
4918,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0.056,0.033,0.1,0.054460864,0.03246144,0.095162582,5.45
4919,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0.138,0.066,0.273,0.128901308,0.063869136,0.238907212,12.89
4920,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0.185,0.096,0.349,0.168895716,0.091535984,0.29460687,16.89
4921,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0.039,0.019,0.079,0.038249291,0.018820638,0.075960076,3.82
4922,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0.052,0.028,0.102,0.050671133,0.027611633,0.096970448,5.07
4923,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0.129,0.058,0.271,0.121026034,0.056350053,0.237383504,12.1
4924,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0.173,0.083,0.347,0.158862385,0.079648853,0.293194672,15.89
4925,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0.078,0.039,0.158,0.075035573,0.038249291,0.146150218,7.5
4926,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0.104,0.056,0.204,0.098774703,0.054460864,0.184537629,9.88
4927,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0.257,0.114,0.544,0.226631786,0.107742044,0.419578085,22.66
4928,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0.345,0.165,0.683,0.291779647,0.152106296,0.494900581,29.18
4929,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0.01,0.006,0.017,0.009950166,0.005982036,0.016856315,1
4930,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0.014,0.009,0.021,0.013902456,0.008959621,0.020781035,1.39
4931,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0.034,0.019,0.06,0.033428495,0.018820638,0.058235466,3.34
4932,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0.045,0.026,0.077,0.044002518,0.02566491,0.074110146,4.4
4933,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0.021,0.012,0.033,0.020781035,0.011928287,0.03246144,2.08
4934,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0.028,0.018,0.042,0.027611633,0.017838968,0.041130219,2.76
4935,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0.068,0.037,0.121,0.065739526,0.036323865,0.11396604,6.57
4936,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0.091,0.052,0.156,0.086982289,0.050671133,0.14444081,8.7
4937,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0.019,0.011,0.034,0.018820638,0.010939721,0.033428495,1.88
4938,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0.026,0.015,0.043,0.02566491,0.01488806,0.04208861,2.57
4939,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0.063,0.033,0.119,0.061056526,0.03246144,0.112192199,6.11
4940,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0.086,0.044,0.154,0.082405769,0.043046043,0.142727979,8.24
4941,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0.038,0.021,0.068,0.037287059,0.020781035,0.065739526,3.73
4942,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0.051,0.03,0.087,0.049721329,0.029554466,0.083322904,4.97
4943,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0.126,0.063,0.235,0.118385153,0.061056526,0.20942915,11.84
4944,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0.171,0.087,0.308,0.157178427,0.083322904,0.265084682,15.72
4945,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0.014,0.009,0.023,0.013902456,0.008959621,0.022737516,1.39
4946,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0.019,0.013,0.03,0.018820638,0.012915865,0.029554466,1.88
4947,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0.048,0.026,0.083,0.046866213,0.02566491,0.079648853,4.69
4948,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0.064,0.036,0.109,0.061995,0.035359707,0.103269583,6.2
4949,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0.029,0.017,0.046,0.028583536,0.016856315,0.044958038,2.86
4950,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0.038,0.025,0.06,0.037287059,0.024690088,0.058235466,3.73
4951,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0.096,0.052,0.166,0.091535984,0.050671133,0.152953766,9.15
4952,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0.128,0.074,0.22,0.120146621,0.071328306,0.197481202,12.01
4953,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0.027,0.015,0.047,0.026638758,0.01488806,0.045912602,2.66
4954,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0.036,0.021,0.062,0.035359707,0.020781035,0.060117113,3.54
4955,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0.09,0.046,0.166,0.086068815,0.044958038,0.152953766,8.61
4956,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0.12,0.062,0.218,0.113079563,0.060117113,0.195874558,11.31
4957,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0.053,0.029,0.095,0.051619988,0.028583536,0.090627066,5.16
4958,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0.072,0.042,0.124,0.069469104,0.041130219,0.116620159,6.95
4959,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0.179,0.091,0.328,0.163894101,0.086982289,0.27963698,16.39
4960,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0.24,0.121,0.434,0.213372139,0.11396604,0.352087745,21.34
4961,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0.016,0.008,0.03,0.01587268,0.007968085,0.029554466,1.59
4962,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0.021,0.012,0.038,0.020781035,0.011928287,0.037287059,2.08
4963,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0.052,0.026,0.106,0.050671133,0.02566491,0.100575352,5.07
4964,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0.07,0.036,0.135,0.06760618,0.035359707,0.126284088,6.76
4965,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0.032,0.017,0.058,0.031493418,0.016856315,0.056350053,3.15
4966,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0.043,0.024,0.076,0.04208861,0.02371429,0.073183793,4.21
4967,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0.104,0.049,0.21,0.098774703,0.04781887,0.189415754,9.88
4968,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0.141,0.072,0.264,0.131510688,0.069469104,0.23202646,13.15
4969,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0.029,0.014,0.061,0.028583536,0.013902456,0.05917676,2.86
4970,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0.039,0.021,0.076,0.038249291,0.020781035,0.073183793,3.82
4971,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0.097,0.044,0.211,0.092443994,0.043046043,0.190225933,9.24
4972,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0.131,0.062,0.26,0.122782226,0.060117113,0.228948414,12.28
4973,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0.059,0.028,0.122,0.057293231,0.027611633,0.114851631,5.73
4974,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0.079,0.041,0.153,0.075960076,0.04017087,0.141870278,7.6
4975,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0.193,0.086,0.421,0.175518026,0.082405769,0.343609899,17.55
4976,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0.26,0.119,0.514,0.228948414,0.112192199,0.401901606,22.89
4977,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0.022,0.012,0.042,0.021759765,0.011928287,0.041130219,2.18
4978,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0.03,0.017,0.054,0.029554466,0.016856315,0.052567893,2.96
4979,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0.073,0.035,0.147,0.07039917,0.034394584,0.136706023,7.04
4980,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0.099,0.052,0.186,0.094257292,0.050671133,0.169726405,9.43
4981,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0.045,0.023,0.082,0.044002518,0.022737516,0.078728041,4.4
4982,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0.06,0.034,0.106,0.058235466,0.033428495,0.100575352,5.82
4983,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0.147,0.069,0.293,0.136706023,0.06667332,0.253977859,13.67
4984,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0.197,0.102,0.371,0.178809367,0.096970448,0.309956058,17.88
4985,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0.042,0.02,0.084,0.041130219,0.019801327,0.080568744,4.11
4986,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0.056,0.03,0.107,0.054460864,0.029554466,0.101474327,5.45
4987,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0.138,0.062,0.298,0.128901308,0.060117113,0.25769866,12.89
4988,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0.187,0.088,0.367,0.170556264,0.084239123,0.307190355,17.06
4989,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0.082,0.04,0.169,0.078728041,0.039210561,0.155491097,7.87
4990,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0.111,0.058,0.215,0.105061251,0.056350053,0.19345856,10.51
4991,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0.272,0.123,0.589,0.238145739,0.115736337,0.445118111,23.81
4992,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0.368,0.171,0.725,0.307882818,0.157178427,0.515675431,30.79
4993,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.011,0.007,0.018,0.010939721,0.006975557,0.017838968,1.09
4994,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0.015,0.01,0.023,0.01488806,0.009950166,0.022737516,1.49
4995,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0.037,0.02,0.065,0.036323865,0.019801327,0.062932537,3.63
4996,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0.05,0.03,0.082,0.048770575,0.029554466,0.078728041,4.88
4997,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0.023,0.014,0.035,0.022737516,0.013902456,0.034394584,2.27
4998,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0.03,0.02,0.046,0.029554466,0.019801327,0.044958038,2.96
4999,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0.075,0.041,0.129,0.072256514,0.04017087,0.121026034,7.23
5000,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0.1,0.059,0.168,0.095162582,0.057293231,0.154646165,9.52
5001,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0.021,0.012,0.036,0.020781035,0.011928287,0.035359707,2.08
5002,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0.028,0.017,0.047,0.027611633,0.016856315,0.045912602,2.76
5003,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0.069,0.037,0.129,0.06667332,0.036323865,0.121026034,6.67
5004,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0.094,0.05,0.168,0.089717238,0.048770575,0.154646165,8.97
5005,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0.042,0.023,0.072,0.041130219,0.022737516,0.069469104,4.11
5006,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0.056,0.034,0.094,0.054460864,0.033428495,0.089717238,5.45
5007,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0.138,0.071,0.255,0.128901308,0.068538108,0.225083502,12.89
5008,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0.188,0.099,0.335,0.171385293,0.094257292,0.284661914,17.14
5009,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0.016,0.01,0.025,0.01587268,0.009950166,0.024690088,1.59
5010,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0.021,0.014,0.033,0.020781035,0.013902456,0.03246144,2.08
5011,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0.052,0.029,0.089,0.050671133,0.028583536,0.085154426,5.07
5012,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0.07,0.041,0.118,0.06760618,0.04017087,0.111303947,6.76
5013,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0.032,0.019,0.05,0.031493418,0.018820638,0.048770575,3.15
5014,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0.042,0.028,0.066,0.041130219,0.027611633,0.063869136,4.11
5015,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0.104,0.058,0.178,0.098774703,0.056350053,0.163057577,9.88
5016,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0.141,0.082,0.234,0.131510688,0.078728041,0.208638184,13.15
5017,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0.03,0.016,0.051,0.029554466,0.01587268,0.049721329,2.96
5018,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0.04,0.024,0.068,0.039210561,0.02371429,0.065739526,3.92
5019,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0.098,0.051,0.179,0.093351096,0.049721329,0.163894101,9.34
5020,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0.132,0.07,0.239,0.123659005,0.06760618,0.212585118,12.37
5021,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0.058,0.032,0.103,0.056350053,0.031493418,0.097873027,5.64
5022,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0.079,0.048,0.135,0.075960076,0.046866213,0.126284088,7.6
5023,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0.194,0.1,0.354,0.176342096,0.095162582,0.298125033,17.63
5024,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0.263,0.139,0.472,0.231258103,0.129771972,0.376246487,23.13
5025,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0.017,0.009,0.033,0.016856315,0.008959621,0.03246144,1.69
5026,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0.023,0.013,0.041,0.022737516,0.012915865,0.04017087,2.27
5027,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0.058,0.028,0.115,0.056350053,0.027611633,0.108633856,5.64
5028,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0.077,0.041,0.146,0.074110146,0.04017087,0.135842297,7.41
5029,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0.035,0.018,0.064,0.034394584,0.017838968,0.061995,3.44
5030,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0.047,0.027,0.081,0.045912602,0.026638758,0.077806309,4.59
5031,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0.114,0.055,0.227,0.107742044,0.053514852,0.203079218,10.77
5032,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0.154,0.079,0.285,0.142727979,0.075960076,0.247985746,14.27
5033,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0.032,0.016,0.065,0.031493418,0.01587268,0.062932537,3.15
5034,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0.043,0.023,0.083,0.04208861,0.022737516,0.079648853,4.21
5035,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0.107,0.049,0.222,0.101474327,0.04781887,0.199084636,10.15
5036,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0.144,0.069,0.288,0.134112252,0.06667332,0.250238408,13.41
5037,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0.065,0.032,0.128,0.062932537,0.031493418,0.120146621,6.29
5038,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0.086,0.046,0.166,0.082405769,0.044958038,0.152953766,8.24
5039,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0.213,0.095,0.46,0.191843863,0.090627066,0.368716354,19.18
5040,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0.287,0.137,0.571,0.249488271,0.128029774,0.435039804,24.95
5041,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0.024,0.013,0.046,0.02371429,0.012915865,0.044958038,2.37
5042,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0.033,0.019,0.057,0.03246144,0.018820638,0.055405931,3.25
5043,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0.081,0.039,0.16,0.077806309,0.038249291,0.147856211,7.78
5044,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0.108,0.057,0.204,0.102372404,0.055405931,0.184537629,10.24
5045,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0.049,0.026,0.091,0.04781887,0.02566491,0.086982289,4.78
5046,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0.065,0.038,0.115,0.062932537,0.037287059,0.108633856,6.29
5047,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0.161,0.077,0.319,0.148707929,0.074110146,0.273124451,14.87
5048,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0.216,0.112,0.405,0.194264698,0.105955742,0.333023189,19.43
5049,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0.046,0.023,0.091,0.044958038,0.022737516,0.086982289,4.5
5050,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0.061,0.033,0.119,0.05917676,0.03246144,0.112192199,5.92
5051,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0.15,0.068,0.311,0.139292024,0.065739526,0.267286124,13.93
5052,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0.203,0.099,0.405,0.183721759,0.094257292,0.333023189,18.37
5053,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0.091,0.045,0.181,0.086982289,0.044002518,0.165564641,8.7
5054,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0.121,0.066,0.239,0.11396604,0.063869136,0.212585118,11.4
5055,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0.299,0.135,0.629,0.258440591,0.126284088,0.466875341,25.84
5056,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0.403,0.189,0.801,0.331687901,0.172213493,0.55112014,33.17
5057,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0.012,0.007,0.019,0.011928287,0.006975557,0.018820638,1.19
5058,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0.016,0.011,0.025,0.01587268,0.010939721,0.024690088,1.59
5059,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0.039,0.022,0.07,0.038249291,0.021759765,0.06760618,3.82
5060,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0.053,0.031,0.089,0.051619988,0.030524427,0.085154426,5.16
5061,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0.024,0.014,0.038,0.02371429,0.013902456,0.037287059,2.37
5062,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0.032,0.021,0.05,0.031493418,0.020781035,0.048770575,3.15
5063,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0.079,0.043,0.139,0.075960076,0.04208861,0.129771972,7.6
5064,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0.106,0.061,0.181,0.100575352,0.05917676,0.165564641,10.06
5065,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0.022,0.012,0.039,0.021759765,0.011928287,0.038249291,2.18
5066,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0.03,0.018,0.05,0.029554466,0.017838968,0.048770575,2.96
5067,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0.074,0.037,0.14,0.071328306,0.036323865,0.130641765,7.13
5068,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0.1,0.051,0.18,0.095162582,0.049721329,0.164729789,9.52
5069,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0.044,0.024,0.079,0.043046043,0.02371429,0.075960076,4.3
5070,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0.06,0.035,0.101,0.058235466,0.034394584,0.096066967,5.82
5071,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0.147,0.075,0.276,0.136706023,0.072256514,0.241187069,13.67
5072,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0.2,0.101,0.357,0.181269247,0.096066967,0.300227502,18.13
5073,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0.017,0.01,0.027,0.016856315,0.009950166,0.026638758,1.69
5074,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0.023,0.015,0.035,0.022737516,0.01488806,0.034394584,2.27
5075,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0.056,0.031,0.098,0.054460864,0.030524427,0.093351096,5.45
5076,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0.075,0.042,0.128,0.072256514,0.041130219,0.120146621,7.23
5077,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0.034,0.02,0.054,0.033428495,0.019801327,0.052567893,3.34
5078,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0.045,0.029,0.07,0.044002518,0.028583536,0.06760618,4.4
5079,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0.111,0.06,0.195,0.105061251,0.058235466,0.177165342,10.51
5080,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0.149,0.086,0.257,0.138430885,0.082405769,0.226631786,13.84
