,RF1,RF2,RF3,RF4,RF5,RF6,RF7,RF8,RF9,RF10,RF11,RF12,RF13,RF14,RF15,est,lci,uci
10717,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,55.63,30.345,103.557
10718,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,75.625,34.327,156.291
10719,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,183.489,90.715,349.158
10720,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,247.537,108.051,523.701
10721,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,16.51,8.597,30.739
10722,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,22.284,10.612,45
10723,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,54.854,25.865,108.966
10724,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,73.927,32.211,157.943
10725,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,32.932,17.141,60.454
10726,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,44.61,21.07,91.001
10727,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,109.782,52.21,213.675
10728,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,146.997,65.552,319.48
10729,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,30.642,14.292,64.501
10730,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,41.629,17.927,94.921
10731,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,101.553,44.198,222.012
10732,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,137.071,55.824,312.564
10733,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,61.533,27.968,128.568
10734,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,82.749,35.398,189.305
10735,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,200.709,88.962,437.884
10736,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,271.069,110.781,625.837
10737,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,23.105,12.068,42.938
10738,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,31.375,14.718,64.772
10739,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,77.102,36.206,151.244
10740,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,103.894,45.121,223.005
10741,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,46.005,23.993,86.005
10742,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,62.705,29.251,129.807
10743,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,153.253,73.493,298.807
10744,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,205.189,91.293,453.606
10745,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,43.195,20.455,91.813
10746,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,58.702,24.7,133.498
10747,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,142.868,62.955,313.237
10748,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,192.714,76.982,448.356
10749,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,86.864,40.05,183.887
10750,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,117.512,48.846,266.281
10751,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,282.843,125.704,619.77
10752,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,383.778,153.125,891.989
10753,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.405,4.988,25.181
10754,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,14.362,5.811,35.586
10755,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,34.679,15.353,84.276
10756,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,47.72,18.91,126.795
10757,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,20.692,9.82,50.849
10758,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,28.849,11.211,71.49
10759,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,69.473,30.935,167.387
10760,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,94.917,38.26,251.438
10761,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,19.355,8.508,51.181
10762,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,27.019,10.565,72.789
10763,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,64.193,26.029,168.412
10764,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,87.833,32.45,234.195
10765,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,38.521,16.992,100.34
10766,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,53.547,20.56,147.247
10767,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,128.634,51.147,334.691
10768,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,175.903,64.083,460.425
10769,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,14.685,7.047,34.92
10770,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,20.043,8.389,50.5
10771,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,48.938,22.002,120.159
10772,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,66.721,26.365,179.454
10773,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,29.302,13.846,70.508
10774,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,40.383,16.44,101.006
10775,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,97.625,43.209,234.112
10776,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,132.385,53.396,359.471
10777,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,27.535,12.307,69.085
10778,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,37.682,14.881,101.289
10779,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,90.431,36.832,233.553
10780,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,123.997,45.078,329.803
10781,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,54.159,24.167,138.43
10782,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,75.413,29.565,207.531
10783,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,182.088,73.593,467.462
10784,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,247.122,90.654,667.467
10785,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,15.945,6.794,41.562
10786,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,21.666,8.762,61.244
10787,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,53.038,22.041,140.045
10788,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,72.56,27.571,209.806
10789,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,31.778,13.392,82.206
10790,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,43.31,17.311,121.236
10791,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,105.762,43.322,276.806
10792,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,145.099,55.83,417.941
10793,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,30.322,11.871,84.884
10794,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,40.645,15.497,122.134
10795,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,101.304,37.51,296.469
10796,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,135.505,49.032,399.41
10797,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,60.243,23.863,171.354
10798,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,81.296,30.318,244.612
10799,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,199.39,74.194,586.303
10800,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,271.346,96.77,810.374
10801,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,22.368,9.649,58.087
10802,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,30.761,12.639,87.902
10803,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,74.522,30.607,194.867
10804,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,101.588,38.93,299.5
10805,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,44.897,18.863,116.574
10806,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,61.552,25.103,174.113
10807,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,148.981,60.554,391.938
10808,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,204.514,78.167,590.047
10809,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,42.311,16.796,121.499
10810,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,57.813,22.068,169.194
10811,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,141.185,52.58,413.707
10812,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,191.68,68.804,568.978
10813,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,83.783,33.066,245.052
10814,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,113.779,43.493,338.344
10815,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,280.232,103.496,805.491
10816,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,379.276,137.793,1125.784
10817,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,11.179,5.21,26.357
10818,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,15.292,6.143,37.772
10819,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,36.961,16.355,89.371
10820,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,50.418,19.847,130.273
10821,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,22.14,10.312,53.323
10822,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,30.406,12.395,76.821
10823,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,73.607,32.892,178.107
10824,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,100.236,39.565,264.021
10825,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,20.774,9.174,54.162
10826,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,28.612,11.084,76.858
10827,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,68.324,27.769,182.068
10828,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,94.325,35.192,251.366
10829,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,41.292,18.033,108.899
10830,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,56.957,21.458,157.012
10831,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,137.334,55.559,356.818
10832,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,189.766,69.933,502.151
10833,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,15.803,7.457,36.816
10834,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,21.389,8.755,53.893
10835,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,52.408,22.59,126.24
10836,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,70.302,27.895,189.513
10837,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,31.298,14.602,71.909
10838,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,43.368,17.394,110.172
10839,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,103.751,45.582,248.641
10840,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,140.302,55.487,374.915
10841,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,29.415,12.985,74.557
10842,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,39.968,15.796,108.769
10843,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,96.647,40.145,249.949
10844,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,131.853,49.17,350.328
10845,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,58.674,25.565,149.121
10846,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,80.394,31.444,215.332
10847,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,193.967,79.187,503.154
10848,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,264.272,96.545,707.06
10849,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,17.056,7.335,44.599
10850,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,23.278,9.181,65.289
10851,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,56.578,23.116,152.17
10852,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,77.413,29.865,224.07
10853,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,34.052,14.481,87.693
10854,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,46.236,18.265,130.94
10855,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,111.619,44.861,297.48
10856,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,154.398,59.904,442.66
10857,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,32.289,12.681,90.75
10858,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,43.803,16.882,128.369
10859,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,108.018,40.283,321.356
10860,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,147.446,52.004,431.593
10861,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,63.383,25.215,181.047
10862,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,87.35,32.421,256.792
10863,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,214.744,79.542,622.067
10864,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,292.71,105.127,860.896
10865,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,24.026,10.263,62.548
10866,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,32.479,13.25,92.622
10867,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,79.624,32.31,214.27
10868,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,108.644,41.416,314.471
10869,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,47.645,20.431,122.929
10870,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,65.493,26.247,187.83
10871,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,159.644,62.424,425.696
10872,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,215.899,81.954,622.955
10873,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,44.909,17.979,126.611
10874,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,61.403,23.518,178.391
10875,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,150.626,56.714,440.472
10876,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,203.909,72.763,608.471
10877,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,89.621,35.825,254.938
10878,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,122.364,46.692,358.215
10879,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,297.969,110.357,895.192
10880,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,404.714,145.868,1210.797
10881,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,12.222,5.722,29.367
10882,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,16.814,6.778,41.969
10883,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,40.598,18.082,98.918
10884,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,55.33,22.236,146.338
10885,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,24.267,11.368,59.371
10886,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,33.412,13.127,84.111
10887,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,80.988,36.139,194.406
10888,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,110.25,43.925,292.814
10889,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,22.78,9.98,59.041
10890,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,31.424,12.312,85.102
10891,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,75.602,31.128,194.622
10892,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,101.762,37.918,274.948
10893,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,45.154,19.8,118.767
10894,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,62.63,24.095,171.392
10895,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,151.648,60.627,389.617
10896,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,203.742,74.272,536.777
10897,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,17.304,8.029,40.523
10898,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,23.354,9.887,59.353
10899,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,56.919,25.702,140.355
10900,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,77.208,30.726,209.995
10901,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,34.124,16.194,82.518
10902,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,47.128,19.351,117.843
10903,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,114.21,50.168,278.948
10904,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,153.779,62.765,420.05
10905,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,31.992,14.477,81.085
10906,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,43.955,17.338,120.19
10907,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,106.25,43.441,270.667
10908,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,143.83,53.193,386.54
10909,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,63.815,28.035,164.57
10910,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,88.398,34.43,243.456
10911,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,212.009,84.783,540.873
10912,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,288.767,106.023,780.125
10913,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,18.57,7.865,48.738
10914,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,25.495,10.182,70.718
10915,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,62.106,25.289,163.705
10916,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,84.816,31.998,246.599
10917,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,37.236,15.587,95.312
10918,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,51.183,20.364,139.449
10919,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,123.826,49.845,318.655
10920,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,169.085,64.55,487.12
10921,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,35.202,14.106,99.52
10922,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,47.443,17.969,141.537
10923,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,117.278,43.581,350.326
10924,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,159.839,56.481,473.527
10925,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,70.186,27.761,201.491
10926,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,94.836,35.519,282.891
10927,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,233.957,86.232,690.672
10928,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,316.665,112.666,952.185
10929,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,25.97,11.148,68.171
10930,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,35.967,14.751,102.98
10931,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,87.354,35.199,226.876
10932,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,118.345,44.812,350.435
10933,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,52.197,21.737,134.686
10934,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,71.892,29.43,204.637
10935,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,173.76,70.085,454.584
10936,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,236.388,91.483,688.197
10937,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,49.1,19.963,141.499
10938,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,67.289,25.644,199.546
10939,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,164.444,61.794,481.688
10940,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,223.148,80.623,682.481
10941,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,98.385,39.965,284.125
10942,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,133.081,50.582,390.419
10943,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,329.251,122.42,943.24
10944,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,445.28,159.862,1340.728
10945,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,13.058,6.054,30.741
10946,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,17.833,7.097,43.68
10947,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,43.05,18.99,103.219
10948,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,58.827,23.617,152.809
10949,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,25.893,12.084,62.155
10950,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,35.712,13.931,90.18
10951,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,85.957,38.162,207.599
10952,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,117.382,46.5,307.646
10953,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,24.288,10.858,64.271
10954,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,33.355,12.916,91.611
10955,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,79.748,33.066,212.817
10956,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,109.177,40.58,296.825
10957,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,48.242,21.315,130.384
10958,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,66.242,24.941,184.682
10959,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,161.52,66.312,411.732
10960,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,219.365,81.074,587.593
10961,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,18.361,8.619,42.562
10962,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,24.906,10.144,63.431
10963,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,60.996,26.831,146.75
10964,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,82.356,32.977,220.619
10965,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,36.544,17.146,84.48
10966,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,50.509,20.011,128.428
10967,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,121.1,53.243,292.76
10968,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,164.108,64.333,430.527
10969,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,34.286,15.325,86.556
10970,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,46.811,18.236,128.307
10971,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,112.695,46.752,288.452
10972,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,154.43,57.329,411.603
10973,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,68.158,29.669,175.089
10974,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,93.762,36.33,254.718
10975,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,227.415,92.431,586.151
10976,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,307.976,112.716,828.611
10977,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,19.995,8.462,51.523
10978,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,27.258,10.562,75.985
10979,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,66.178,27.001,175.886
10980,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,90.674,34.944,261.812
10981,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,39.671,16.789,101.239
10982,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,54.143,20.892,153.164
10983,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,132.157,52.828,343.138
10984,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,180.218,70.476,522.11
10985,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,37.53,14.966,106.299
10986,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,50.888,19.506,150.945
10987,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,125.349,46.749,380.831
10988,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,170.269,60.011,511.149
10989,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,74.089,29.554,208.645
10990,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,101.238,37.87,301.724
10991,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,250.72,92.164,727.17
10992,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,340.103,122.902,1015.033
10993,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,28.004,11.81,73.43
10994,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,38.072,15.125,108.26
10995,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,93.601,37.499,247.797
10996,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,126.999,48.715,373.244
10997,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,56.061,23.507,143.243
10998,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,76.477,30.236,219.271
10999,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,186.715,74.21,490.568
11000,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,252.24,96.148,745.204
11001,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,52.233,21.118,149.088
11002,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,71.718,27.331,209.343
11003,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,174.735,66.216,517.111
11004,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,239.466,85.793,720.518
11005,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,104.178,41.801,295.549
11006,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,141.776,54.329,418.405
11007,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,348.815,129.169,1034.401
11008,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,471.659,170.074,1429.55
11009,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,17.777,7.786,42.497
11010,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,24.013,9.537,63.667
11011,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,56.736,23.531,146.231
11012,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,78.154,29.768,215.656
11013,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,35.28,15.686,85.433
11014,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,47.837,18.938,124.608
11015,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,115.296,45.619,294.125
11016,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,156.187,61.385,435.252
11017,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,32.428,13.991,82.921
11018,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,44.408,17.024,126.381
11019,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,107.609,40.759,296.048
11020,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,147.84,54.36,435.617
11021,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,64.508,27.063,169.461
11022,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,88.622,34.477,246.597
11023,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,215.025,81.285,602.125
11024,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,294.588,107.012,842.852
11025,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,24.739,11.028,59.483
