"RF1","RF2","RF3","RF4","RF5","RF6","RF7","RF8","RF9","RF10","est","lci","uci"
0,0,0,1,1,0,0,0,1,0,0.0183482747437905,0.0118202538978451,0.0281524827931266
0,0,0,1,1,0,0,0,1,1,0.0204206592127974,0.0130534050348168,0.0315181789268633
0,0,0,1,1,0,0,1,0,0,0.0544694225344515,0.0306410144533828,0.0910355835575827
0,0,0,1,1,0,0,1,0,1,0.0607911273646347,0.0341155893702977,0.102729698740118
0,0,0,1,1,0,0,1,1,0,0.0540870016284693,0.0300956694894354,0.0897943628546123
0,0,0,1,1,0,0,1,1,1,0.0599508253395951,0.0339107737106131,0.101947197533487
0,0,0,1,1,0,1,0,0,0,0.0375258385370776,0.0138617902773628,0.0977729330431399
0,0,0,1,1,0,1,0,0,1,0.042211234835226,0.0158678617926124,0.108182720179585
0,0,0,1,1,0,1,0,1,0,0.0371755465269495,0.0139942972028161,0.0953666731405012
0,0,0,1,1,0,1,0,1,1,0.0417394419796509,0.0158060592576599,0.106513473764971
0,0,0,1,1,0,1,1,0,0,0.108206214365936,0.0383900983892264,0.278436770759626
0,0,0,1,1,0,1,1,0,1,0.120331741206429,0.0433085053555323,0.305044625429399
0,0,0,1,1,0,1,1,1,0,0.106776523088478,0.0377399215610711,0.276220629596091
0,0,0,1,1,0,1,1,1,1,0.11902478940657,0.042743869624975,0.302303685282767
0,0,0,1,1,1,0,0,0,0,0.027264154422353,0.0175742594965357,0.0420783340208105
0,0,0,1,1,1,0,0,0,1,0.0304320892774229,0.0195627214778409,0.0470267381433854
0,0,0,1,1,1,0,0,1,0,0.0270431571890664,0.0171541133447552,0.0416888587116332
0,0,0,1,1,1,0,0,1,1,0.0300831709634014,0.019263428135508,0.0463586566763264
0,0,0,1,1,1,0,1,0,0,0.0801424830519275,0.0451324358102361,0.131911826594733
0,0,0,1,1,1,0,1,0,1,0.0891360305800876,0.0504343622645301,0.148212225308546
0,0,0,1,1,1,0,1,1,0,0.0787341899875206,0.0448069653668014,0.129716131378925
0,0,0,1,1,1,0,1,1,1,0.0876184600369664,0.0501325891606659,0.147411475429233
0,0,0,1,1,1,1,0,0,0,0.055499697441345,0.0204838656814206,0.142225264953626
0,0,0,1,1,1,1,0,0,1,0.0615740440751567,0.0230555928216778,0.156788037324651
0,0,0,1,1,1,1,0,1,0,0.0550499759425221,0.0205166646274512,0.140223773528082
0,0,0,1,1,1,1,0,1,1,0.0612137965658015,0.0229893208206748,0.157023771355208
0,0,0,1,1,1,1,1,0,0,0.157041364268229,0.0571046750317117,0.388554244611251
0,0,0,1,1,1,1,1,0,1,0.172818731448138,0.0641917681619747,0.424342625275824
0,0,0,1,1,1,1,1,1,0,0.154983658989899,0.0564378462188431,0.38502735884393
0,0,0,1,1,1,1,1,1,1,0.170988528636009,0.0627639487742507,0.414021112868782
0,0,1,0,0,0,0,0,0,0,0.0042870446058751,0.0031315713076288,0.00581897295666566
0,0,1,0,0,0,0,0,0,1,0.00480145413504513,0.00347109525772114,0.0064908883038266
0,0,1,0,0,0,0,0,1,0,0.00440999882378739,0.00331361400313327,0.00574563173440335
0,0,1,0,0,0,0,0,1,1,0.00494837410297908,0.00369580037594942,0.00655114548625548
0,0,1,0,0,0,0,1,0,0,0.0125911369993704,0.00776908158974793,0.0205443532131576
0,0,1,0,0,0,0,1,0,1,0.0142157783375262,0.00858707884600679,0.0232802982970399
0,0,1,0,0,0,0,1,1,0,0.0131050373697968,0.00841979544399044,0.0205513466205991
0,0,1,0,0,0,0,1,1,1,0.0147369652501351,0.00936661382169143,0.0232487503740462
0,0,1,0,0,0,1,0,0,0,0.00881455384089759,0.00350613652642821,0.0230519063543235
0,0,1,0,0,0,1,0,0,1,0.00998008488071595,0.00397592655764422,0.0254676649871961
0,0,1,0,0,0,1,0,1,0,0.00924680774391884,0.00369033496010873,0.0230879916116012
0,0,1,0,0,0,1,0,1,1,0.0103653516324347,0.00420462629832164,0.0257884045149824
0,0,1,0,0,0,1,1,0,0,0.0259808546093875,0.00978133310303504,0.0701984594794282
0,0,1,0,0,0,1,1,0,1,0.0293589948922811,0.0110230613429435,0.0796168639391676
0,0,1,0,0,0,1,1,1,0,0.026945425636566,0.0102180269890605,0.070684998979569
0,0,1,0,0,0,1,1,1,1,0.0302373159470958,0.0114879935367125,0.0788854873457042
0,0,1,0,0,1,0,0,0,0,0.00633158057467803,0.00461498671416436,0.00867983453946544
0,0,1,0,0,1,0,0,0,1,0.007105018657085,0.00510912189865481,0.00979158338947359
0,0,1,0,0,1,0,0,1,0,0.00653706810302965,0.00492398941155389,0.00865802854192679
0,0,1,0,0,1,0,0,1,1,0.00729968265628849,0.00543963463326547,0.00986726706114812
0,0,1,0,0,1,0,1,0,0,0.0187243289634183,0.0114147537634329,0.0308188933642504
0,0,1,0,0,1,0,1,0,1,0.0210479018110161,0.0127152633730879,0.0348619622690078
0,0,1,0,0,1,0,1,1,0,0.0193814197597728,0.0123114334379509,0.0307223667413206
0,0,1,0,0,1,0,1,1,1,0.0216810527123077,0.0136181082604952,0.0348561616664331
0,0,1,0,0,1,1,0,0,0,0.0130314490196272,0.00526569166273833,0.0341158732270088
0,0,1,0,0,1,1,0,0,1,0.0146397516817445,0.00582836704947879,0.0375160070090773
0,0,1,0,0,1,1,0,1,0,0.0135594894117884,0.0054977267264517,0.0340620376130414
0,0,1,0,0,1,1,0,1,1,0.0152373966464475,0.00622830504754364,0.0382342283903099
0,0,1,0,0,1,1,1,0,0,0.0384740497367945,0.0143315567353026,0.102562474859481
0,0,1,0,0,1,1,1,0,1,0.0430270458973018,0.0159342303074376,0.114448264530093
0,0,1,0,0,1,1,1,1,0,0.0399718737174091,0.0147436381125762,0.102435254927366
0,0,1,0,0,1,1,1,1,1,0.0446196551314379,0.016630524316437,0.114384052734438
0,0,1,0,1,0,0,0,0,0,0.0107276021694658,0.00749130263478705,0.0149320038137418
0,0,1,0,1,0,0,0,0,1,0.0120061202324564,0.00838800366178843,0.0164880389530086
0,0,1,0,1,0,0,0,1,0,0.0110042929818873,0.00809682692327997,0.0149191798037329
0,0,1,0,1,0,0,0,1,1,0.0122806755967873,0.00894204559393105,0.0165925099817992
0,0,1,0,1,0,0,1,0,0,0.0314608685170161,0.0188063550926354,0.0504192501915865
0,0,1,0,1,0,0,1,0,1,0.0351938539328381,0.0208604203839428,0.0563754484849192
0,0,1,0,1,0,0,1,1,0,0.0326154597728782,0.0200489345229365,0.0508732664392839
0,0,1,0,1,0,0,1,1,1,0.0365065286659839,0.0222868910639307,0.0573985334969112
0,0,1,0,1,0,1,0,0,0,0.0218526250460251,0.00894763013883944,0.0553595560201714
0,0,1,0,1,0,1,0,0,1,0.0244555478600274,0.0100012812813153,0.0617538962519963
0,0,1,0,1,0,1,0,1,0,0.0227920706505048,0.00930937500866794,0.0576071741384266
0,0,1,0,1,0,1,0,1,1,0.0255017611108112,0.0104688159257023,0.0640197275098778
0,0,1,0,1,0,1,1,0,0,0.0642914290248966,0.0240675307783805,0.16706619032647
0,0,1,0,1,0,1,1,0,1,0.0714868125419599,0.0273570880457509,0.184567240779412
0,0,1,0,1,0,1,1,1,0,0.0659782695900606,0.0256677835770774,0.16490648808713
0,0,1,0,1,0,1,1,1,1,0.0733333650810796,0.0287764678062753,0.18151838913757
0,0,1,0,1,1,0,0,0,0,0.0159281872365472,0.0110103033378231,0.022017298415311
0,0,1,0,1,1,0,0,0,1,0.0176765039212802,0.0123659410459651,0.0246664216938796
0,0,1,0,1,1,0,0,1,0,0.0162409584311939,0.0119492705666819,0.022401750351082
0,0,1,0,1,1,0,0,1,1,0.0181722010647348,0.0132879125104151,0.0247130396600414
0,0,1,0,1,1,0,1,0,0,0.0463795516208609,0.0279119088046369,0.0749019628247573
0,0,1,0,1,1,0,1,0,1,0.0517005574737982,0.0309752954449579,0.0838646806366585
0,0,1,0,1,1,0,1,1,0,0.0478996752810889,0.0297968915289752,0.0751341146364894
0,0,1,0,1,1,0,1,1,1,0.05365479494021,0.0327266214167658,0.0840202151543393
0,0,1,0,1,1,1,0,0,0,0.0322832960119728,0.0134028452020968,0.0812103066070086
0,0,1,0,1,1,1,0,0,1,0.0360381174680214,0.0148025235497783,0.089414882307339
0,0,1,0,1,1,1,0,1,0,0.0333247970539543,0.0136950592139383,0.0841618411072274
0,0,1,0,1,1,1,0,1,1,0.0375253963213947,0.0152485182027798,0.0941571622588339
0,0,1,0,1,1,1,1,0,0,0.093327492403032,0.0347101983007131,0.235767913499761
0,0,1,0,1,1,1,1,0,1,0.104409239544499,0.0392223288291707,0.259180445158975
0,0,1,0,1,1,1,1,1,0,0.0968589425109373,0.0372241118605107,0.2331875434821
0,0,1,0,1,1,1,1,1,1,0.107094031044966,0.0416508345218562,0.25861876052904
0,0,1,1,0,0,0,0,0,0,0.00710310715203668,0.00456504017283649,0.0112981010401233
0,0,1,1,0,0,0,0,0,1,0.00793551873393141,0.00504551999929442,0.0125970601965322
0,0,1,1,0,0,0,0,1,0,0.00738540291810369,0.00485085598359053,0.0113369178438852
0,0,1,1,0,0,0,0,1,1,0.00819541769320513,0.00531783028639546,0.0127287568524971
0,0,1,1,0,0,0,1,0,0,0.0208586586199372,0.0120150185526546,0.0369511125487205
0,0,1,1,0,0,0,1,0,1,0.023269982817218,0.0134818701517998,0.0409853767856284
0,0,1,1,0,0,0,1,1,0,0.0216882746000633,0.0126676333992745,0.0365576895532392
0,0,1,1,0,0,0,1,1,1,0.0241896842451375,0.014198023488954,0.0412206871211443
0,0,1,1,0,0,1,0,0,0,0.0144416313123192,0.00538129003164305,0.0405120533444033
0,0,1,1,0,0,1,0,0,1,0.0163223965151069,0.00606275181765495,0.0447477645080142
0,0,1,1,0,0,1,0,1,0,0.0151551715977635,0.00567409223984199,0.0401715197400619
0,0,1,1,0,0,1,0,1,1,0.0169807278899489,0.00645519999989802,0.0446452995893859
0,0,1,1,0,0,1,1,0,0,0.04333173362743,0.0147711899284948,0.122253132104196
0,0,1,1,0,0,1,1,0,1,0.0481731170087169,0.0166660991964312,0.133639159008234
0,0,1,1,0,0,1,1,1,0,0.0444781002796331,0.0155841566250984,0.120967543694936
0,0,1,1,0,0,1,1,1,1,0.0501364175986395,0.017579721401242,0.136751324949522
0,0,1,1,0,1,0,0,0,0,0.0103759742058355,0.00673175494208718,0.016672357575856
0,0,1,1,0,1,0,0,0,1,0.0116310176279938,0.00750748168231814,0.0186722643963278
0,0,1,1,0,1,0,0,1,0,0.0108738880091536,0.00715827601087634,0.0169240784114916
0,0,1,1,0,1,0,0,1,1,0.0121209481401784,0.00793152859092561,0.0190676771172233
0,0,1,1,0,1,0,1,0,0,0.0309516137874319,0.0175236879951181,0.0549946894774182
0,0,1,1,0,1,0,1,0,1,0.0343670624777294,0.0198364227430347,0.0606010815603289
0,0,1,1,0,1,0,1,1,0,0.032248957769471,0.0187240346462039,0.0544636124349288
0,0,1,1,0,1,0,1,1,1,0.0358440356869754,0.0207769762724184,0.0609610170590548
0,0,1,1,0,1,1,0,0,0,0.0215101358043961,0.00786696063447971,0.0600348569307909
0,0,1,1,0,1,1,0,0,1,0.0242900442700538,0.00889371582965673,0.0673105898651968
0,0,1,1,0,1,1,0,1,0,0.0224426684781322,0.00836511390036558,0.0597435608365291
0,0,1,1,0,1,1,0,1,1,0.025181149832624,0.00963079248335518,0.0666478880599379
0,0,1,1,0,1,1,1,0,0,0.0633004325954631,0.0218481355893304,0.173719233523598
0,0,1,1,0,1,1,1,0,1,0.0706538709746725,0.024850931809293,0.193505810332986
0,0,1,1,0,1,1,1,1,0,0.0657856188397287,0.0230422236275076,0.175739427999035
0,0,1,1,0,1,1,1,1,1,0.0731397655800952,0.025799492067284,0.197342436116254
0,0,1,1,1,0,0,0,0,0,0.0176807996294251,0.0111983367540136,0.0279499510176337
0,0,1,1,1,0,0,0,0,1,0.0197430525142077,0.0125329501044075,0.0311022655233594
0,0,1,1,1,0,0,0,1,0,0.0183482747437905,0.0118202538978451,0.0281524827931266
0,0,1,1,1,0,0,0,1,1,0.0204206592127974,0.0130534050348168,0.0315181789268633
0,0,1,1,1,0,0,1,0,0,0.051741120028572,0.0291523606771864,0.0889586480233192
0,0,1,1,1,0,0,1,0,1,0.0576967254679676,0.032193510308996,0.0976328378257738
0,0,1,1,1,0,0,1,1,0,0.0540870016284693,0.0300956694894354,0.0897943628546123
0,0,1,1,1,0,0,1,1,1,0.0599508253395951,0.0339107737106131,0.101947197533487
0,0,1,1,1,0,1,0,0,0,0.0359683477562324,0.0137383031553232,0.0952192082611925
0,0,1,1,1,0,1,0,0,1,0.0402488600351535,0.015059188781009,0.107024136589083
0,0,1,1,1,0,1,0,1,0,0.0371755465269495,0.0139942972028161,0.0953666731405012
0,0,1,1,1,0,1,0,1,1,0.0417394419796509,0.0158060592576599,0.106513473764971
0,0,1,1,1,0,1,1,0,0,0.103944995280336,0.0378562063918167,0.271075286890623
0,0,1,1,1,0,1,1,0,1,0.116303637918079,0.0424244083408719,0.298760315132242
0,0,1,1,1,0,1,1,1,0,0.106776523088478,0.0377399215610711,0.276220629596091
0,0,1,1,1,0,1,1,1,1,0.11902478940657,0.042743869624975,0.302303685282767
0,0,1,1,1,1,0,0,0,0,0.0259795346159521,0.01649088912622,0.0413645842994571
0,0,1,1,1,1,0,0,0,1,0.0289153366270567,0.0184307049463287,0.0458819246431258
0,0,1,1,1,1,0,0,1,0,0.0270431571890664,0.0171541133447552,0.0416888587116332
0,0,1,1,1,1,0,0,1,1,0.0300831709634014,0.019263428135508,0.0463586566763264
0,0,1,1,1,1,0,1,0,0,0.0755374844097581,0.0430625937318676,0.130993595265003
0,0,1,1,1,1,0,1,0,1,0.0838116721910942,0.0476556543169866,0.144291701360866
0,0,1,1,1,1,0,1,1,0,0.0787341899875206,0.0448069653668014,0.129716131378925
0,0,1,1,1,1,0,1,1,1,0.0876184600369664,0.0501325891606659,0.147411475429233
0,0,1,1,1,1,1,0,0,0,0.0528376071041491,0.0193867006366492,0.140536004669935
0,0,1,1,1,1,1,0,0,1,0.058974057069956,0.0220305599880454,0.15590754696291
0,0,1,1,1,1,1,0,1,0,0.0550499759425221,0.0205166646274512,0.140223773528082
0,0,1,1,1,1,1,0,1,1,0.0612137965658015,0.0229893208206748,0.157023771355208
0,0,1,1,1,1,1,1,0,0,0.150591905012439,0.0559687789848652,0.375823672697437
0,0,1,1,1,1,1,1,0,1,0.167675525982687,0.062303835437287,0.414641489309914
0,0,1,1,1,1,1,1,1,0,0.154983658989899,0.0564378462188431,0.38502735884393
0,0,1,1,1,1,1,1,1,1,0.170988528636009,0.0627639487742507,0.414021112868782
0,1,0,0,0,0,0,0,0,0,0.00689885607952374,0.00523451027037284,0.00918092253255895
0,1,0,0,0,0,0,0,0,1,0.00772691749538749,0.00581380840042928,0.0103891503917879
0,1,0,0,0,0,0,0,1,0,0.00680117260592366,0.00520113538548776,0.00909628218003755
0,1,0,0,0,0,0,0,1,1,0.00761293320381166,0.0057409030648488,0.0101922225269295
0,1,0,0,0,0,0,1,0,0,0.0205043253672679,0.0131811095182733,0.0321567300478376
0,1,0,0,0,0,0,1,0,1,0.022930044032247,0.0148609284695138,0.0363221735969283
0,1,0,0,0,0,0,1,1,0,0.0202075392920537,0.0129619655663666,0.0313528295204504
0,1,0,0,0,0,0,1,1,1,0.0225957217510487,0.0146192508442631,0.0353643642142665
0,1,0,0,0,0,1,0,0,0,0.0143263003864924,0.00587018587164819,0.0362640627457657
0,1,0,0,0,0,1,0,0,1,0.0161186911861627,0.0066391319796731,0.0409136580990246
0,1,0,0,0,0,1,0,1,0,0.0141123812282721,0.00571291325051574,0.0355449862850885
0,1,0,0,0,0,1,0,1,1,0.0160313005556295,0.00652183803404063,0.0394647245889505
0,1,0,0,0,0,1,1,0,0,0.0421873320723916,0.015823407193368,0.106143324015116
0,1,0,0,0,0,1,1,0,1,0.0467202182924701,0.0178819544341366,0.116643501075951
0,1,0,0,0,0,1,1,1,0,0.0416114558246964,0.0156941703480484,0.103276831311375
0,1,0,0,0,0,1,1,1,1,0.04636279656129,0.0175161159189521,0.1155782945619
0,1,0,0,0,1,0,0,0,0,0.0101998954838878,0.00774137717031206,0.0137664463494949
0,1,0,0,0,1,0,0,0,1,0.0114073608206247,0.00853798194393013,0.0154183306517022
0,1,0,0,0,1,0,0,1,0,0.0100422912876826,0.00771828637186849,0.0135570824865501
0,1,0,0,0,1,0,0,1,1,0.0112482540456586,0.00849708549657751,0.0152294861380338
0,1,0,0,0,1,0,1,0,0,0.0301646807351963,0.0193087829727583,0.0472740196478933
0,1,0,0,0,1,0,1,0,1,0.0339754490735274,0.0215155556391551,0.0536104166808804
0,1,0,0,0,1,0,1,1,0,0.029964178223772,0.019042369166616,0.0463107515538193
0,1,0,0,0,1,0,1,1,1,0.0334334394566484,0.0210975793825638,0.052554027014419
0,1,0,0,0,1,1,0,0,0,0.021241703963354,0.00844084741700724,0.0522934199018208
0,1,0,0,0,1,1,0,0,1,0.0237597038051026,0.00953436535082786,0.058929071034454
0,1,0,0,0,1,1,0,1,0,0.0209496748136253,0.00835152223023969,0.0515615083265352
0,1,0,0,0,1,1,0,1,1,0.0234821188565655,0.00948883942036954,0.0573992640578593
0,1,0,0,0,1,1,1,0,0,0.062082717826238,0.0233753746582545,0.155061693633828
0,1,0,0,0,1,1,1,0,1,0.0686874305319554,0.0257915465160078,0.171411512418363
0,1,0,0,0,1,1,1,1,0,0.0615475850685241,0.0229600775908955,0.151914089832748
0,1,0,0,0,1,1,1,1,1,0.0680634608459042,0.0255383073488625,0.168349097159045
0,1,0,0,1,0,0,0,0,0,0.0171575441907894,0.012775364027075,0.0230624575830857
0,1,0,0,1,0,0,0,0,1,0.0192041852761872,0.0141328877847411,0.0260337271027378
0,1,0,0,1,0,0,0,1,0,0.016940836965555,0.012542019690908,0.0227889086223511
0,1,0,0,1,0,0,0,1,1,0.0189743694943906,0.013861031984901,0.0256541299597412
0,1,0,0,1,0,0,1,0,0,0.0499588152499491,0.0314836721564549,0.0790418734118891
0,1,0,0,1,0,0,1,0,1,0.0562691631473334,0.0351642313852419,0.0893249088008797
0,1,0,0,1,0,0,1,1,0,0.0495880952015492,0.0310276135757198,0.0777891520548544
0,1,0,0,1,0,0,1,1,1,0.0554985099951267,0.0348221626130528,0.0875834631654442
0,1,0,0,1,0,1,0,0,0,0.0353088443199174,0.0147065819586785,0.0863427192680305
0,1,0,0,1,0,1,0,0,1,0.0396163745882642,0.0165894182391841,0.0964756553628989
